4.644,13.56,86.76
4.868,12.36,22.81
5.147,9.086,20.3,18.43,17.16
4.81,11.7,28.9
5.134,94.34,34.69,12.46
5.149,53.52,26.89,14.43
5.022,67.28,28.79,2600.0,17.55
4.786,17.12,451.4
5.208,10.18,13.59,19.1
4.801,11.46,37.01
4.933,20.03,17950.0,56.08
5.224,8.61,11.29,14.93,19.37
5.23,8.595,11.33,14.91,19.48
5.193,41.81,66.76
5.227,8.46,11.09,14.8,19.47
5.0,9.446,29.14,21.43
5.224,9.195,14.65,20.68
5.072,8.845,25.9,14.67
5.188,9.914,44.36,27.94
4.984,9.808,79.06,35.71
4.941,17.62,60.37
5.013,11.55,36.57,29.78,3912.0
5.103,10.96,25.98
4.791,11.91,24.68
4.815,18.03,241.7
5.162,20.67,27.01,27.08
5.132,23.24,9.083,14.48
4.82,11.18,38.56
5.006,12.07,36.69,33.04
4.804,12.27,28.04
4.867,11.64,26.7
4.991,9.341,32.22,17.61
4.932,10.85,22.75,34.45
4.907,14.06,49.85,34.14
4.899,33.95,120.3,36.22,83.77
5.228,8.468,11.19,14.75,18.78
4.794,11.99,43.16
4.991,50.54,61.09,9.359
5.226,8.506,11.17,14.55,19.33
4.783,22.2,12.43
5.227,8.557,11.2,14.7,19.35
4.705,15.7,38.85
5.092,32.32,9.102,28.58,19.79
4.902,10.38,119.5,23.92
5.089,8.196,51.51,35.34
4.869,10.47,27.0
5.057,72.28,9.886,115.5
4.776,18.32,30.77
5.012,19.17,7.93,23.39,30.63
5.223,8.634,11.3,14.96,19.39
4.966,36.45,20.02,11.14
4.985,95.2,26.0,15.01
5.009,10.88,230.9,23.65
4.953,18.79,66.9,138.9
4.882,58.49,18.31,20.29
5.046,9.308,25.19,28.72
5.067,16.01,9.408,20.99
4.665,14.31
4.809,79.34,16.82
5.145,31.33,43.99,44.19
4.791,13.09,42.82
4.991,9.583,39.05,18.44
4.914,22.05,80.25
4.485,14.65
4.893,39.59,24.91,12.43
4.985,11.04,61.66,7.469,30.61
5.189,11.73,28.9
4.958,10.98,38.53,145.0
5.128,9.502,25.2,32.94
5.129,36.78,26.05,8.907
5.074,15.89,38.69
5.092,49.03,9.606,69.05
4.626,15.57
5.226,8.739,11.39,14.94,19.72
4.837,12.03,28.06
4.765,14.04,17220.0
5.221,8.639,11.47,15.19,18.62
4.94,20.03,40.04,1283.0
4.489,22.47
4.872,52.77,36.75,11.76,20.79
4.983,46.27,17.58,13.9
4.977,10.3,91.63,67.63
5.221,8.507,11.18,14.69,19.4
5.222,8.532,16.05
5.567,81.38
4.677,22.27
5.228,8.692,11.33,14.84,19.47
4.895,10.11,43.6
5.22,8.701,11.4,14.83,18.61
4.985,12.38,12300.0,30.47,25.53
4.993,177.2,20.37,13.09
5.182,12.39,19.81
4.756,14.69,6338.0
4.704,16.49
5.222,8.586,11.27,14.73,19.56
5.011,16.39,175.2
5.167,7.799,39.07,19.65
4.795,13.05,25.0
5.229,8.844,11.6,15.3,18.81
4.791,11.95,29.21
4.813,18.36,75.5
4.892,33.0,10.98,66.03
5.052,34.54,13.44,44.64
5.222,8.699,11.4,14.97,19.65
5.234,8.639,11.34,14.89,19.71
4.984,58.64,15.9,8.2,43.8
5.192,11.03,28.21,216.4,20.39
5.225,8.768,11.56,15.08,18.92
5.029,21.24,9925.0,79.27,24.74
5.223,8.569,11.32,14.67,19.0
5.163,35.24,45.85,8.632
5.15,22.04,27.55
4.987,27.2,30.01,13.62
5.003,12.07,28.36
5.228,8.638,11.35,14.94,18.9
5.079,65.46,13.99,78.54,8.483
5.226,8.592,11.55,14.86,19.52
4.981,8.842,25.19
5.058,36.47,82.81,14.29
5.07,13.3,36.17
4.976,16.14,89.27,160.7
4.76,12.9,22.01
4.919,14.68,202.9,158.0
5.181,11.81,193.0,38.77,42.44
4.893,73.46,19.19,97.32
4.671,13.42,27390.0
4.849,10.8,27.16
5.195,10.22,15.32,18.78
4.985,14.42,43.91,32.74
4.936,18.78,37.17
5.015,75.26,24.05,13.87
4.899,11.2,60.42
4.864,10.71,22.42
5.225,8.881,11.77,15.3,18.61
4.911,13.02,1683.0,36.37
4.841,11.46,25.56
5.222,8.73,11.46,15.11,18.41
4.786,12.39,31.18
5.222,8.786,11.44,15.08,19.82
4.848,11.9,30.73
4.875,32.59,2653.0,85.11
4.92,14.92,121.8,106.6
4.446,28.01
4.954,63.04,19.72,12.04
5.009,11.44,13800.0,28.07
5.027,16.56,11.61,21.68
4.872,12.75,26.94,77.3
4.879,11.06,27.49
4.941,25.83,15.79
4.923,17.32,57.04
4.82,13.15,25.95
4.927,19.99,384.3,32.49
5.086,14.28,40.25
4.906,175.0,22.14,17.55
4.979,9.249,17.61
4.895,11.77,21.08,24.92
4.885,13.38,35.02
5.29,10.43,14.95,19.18
5.218,8.941,11.85,14.33,18.88
4.914,9.864,27.29,26.52
5.009,10.64,23.58,36.78
5.119,14.92,28.16
4.809,12.61,25.76
4.874,15.65,60.34,34.87
4.983,12.87,42.27
4.977,9.596,18.48
4.833,36.13,49.42,31.62
4.905,19.08,13.85
4.553,18.01
5.231,8.522,11.26,14.87,18.87
4.628,16.71
4.826,11.47,29.24
4.861,17.03,47.34
5.224,8.61,11.27,14.86,19.45
5.12,17.09,34.2
5.257,25.27,12.71
4.828,11.66,26.48
5.008,10.23,108.8,24.76
5.025,12.66,32.02
4.967,32.37,97.5,17.58
5.23,8.634,11.3,14.92,19.09
5.167,12.56,46.4,111.9
4.991,12.09,42.84
4.955,58.3,16.42,18.79
5.183,14.62,21.01
5.25,30.78,37.82
5.224,8.703,11.42,14.98,19.52
5.222,8.691,11.4,14.9,18.91
5.052,14.79,29.51
5.226,8.657,11.3,14.71,19.3
5.045,83.04,2962.0,24.22
4.892,12.03,24.77
5.227,8.506,11.07,14.55,19.33
5.135,104.8,41.22,9.894,22.58
5.004,63.94,12.29,82.87
4.246,99.35
4.993,29.54,108.0,15.57
4.704,22.07
5.225,8.545,11.33,14.82,19.32
4.917,14.02,33.88
4.692,14.25
4.948,10.05,2596.0,24.37
4.931,10.19,20.73,25.49
4.305,113.5,27.74
4.848,28.51,15.85
5.05,9.22,16.53,21.78
5.008,12.3,50.28,30.85,24920.0
5.197,12.0,16.88
5.146,46.35,11.97,65.49
4.776,23.48
4.953,54.08,10.02,19.11,43.39
5.226,8.526,11.19,14.64,19.25
5.165,25.74,97.57,17.21
5.097,9.052,20.37,29.9
4.886,10.5,37.74
4.93,10.32,20.4,139.8
5.226,8.522,11.26,14.73,19.37
5.096,9.161,23.46,17.55
5.122,12.07,26.54,4410.0
4.858,9.751,26.41,516.6
5.021,52.12,51.7,58.84,19.48
4.816,10.9,28.74
4.692,13.71,40.18
4.975,35.29,65.23,19.46
5.216,8.928,15.04,19.56
5.004,29.7,13.85,52.44
4.875,14.28,18.57
4.904,11.16,72.24,39.31
4.597,16.25
4.854,12.0,43280.0,25.34
5.026,20.24,57.97,37.06
5.158,8.153,29.04,19.3
5.125,95.01,16.1,13.28,24.76
4.991,18.84,47.4
5.034,8.656,46.28,42.36
5.174,177.6,228.7
5.218,9.165,12.05,15.87,19.07
5.22,8.574,11.24,14.82,19.47
5.089,8.448,21.59,23.04,277.4
5.013,15.76
4.913,13.32,38.04
5.209,64.8,8.265,84.21
5.129,8.288,22.4,30.52
5.044,8.741,30.9,22.55
4.954,9.954,482.4,21.27
5.23,8.624,11.37,14.66,19.28
4.984,11.2,39.48
4.945,17.68,46.14,34.68
4.804,45.12,11.02,59.26
5.152,8.464,17.17,19.82
5.226,8.52,12.88,19.57
5.248,31.71,11.27,41.53
5.0,11.68,64.36,30.09
5.227,8.588,11.25,14.82,19.56
5.227,8.551,11.27,14.8,18.98
4.986,11.36,29.38
5.218,8.931,11.64,15.2,20.07
4.963,24.57,12.37,31.78
5.027,14.69,413.0,56.86
5.23,8.878,11.54,15.26,19.03
5.139,130.4,7.866,13.45,168.6
6.915,3.5,34220.0,21.82
4.971,8.792,66.01
5.224,8.688,11.39,15.01,19.62
4.857,11.07,36.1,38.97
4.982,13.11,30.34,34.19
5.201,14.48,9.863,20.93
5.154,12.67,32.51,92.0
5.197,9.298,17.12
4.95,10.21,22.52
4.86,11.27,31.45
5.047,133.6,9.055,20.33
5.035,174.7,169.5,27.81,18.62
4.91,17.36,30.13
4.788,15.61,28.54
5.1,7.966,41210.0,31.2
5.222,8.546,11.2,14.84,19.21
4.627,14.66
5.229,8.71,11.36,14.93,19.64
5.226,9.019,11.79,14.3,19.01
5.01,13.31,166.5,24.46
4.795,19.13,77.09
4.828,14.73,19.24
4.817,11.5,25.43
4.969,13.07,24.47
5.078,25.24,10.86,7.906,33.26
5.219,8.405,16.62,15.38,19.47
4.75,17.34,95.82,2071.0
5.222,8.848,11.48,15.2,19.76
5.271,11.78,157.5,103.3
5.214,8.75,11.48,15.05,18.3
5.184,98.47,289.0,11.29
5.191,12.49,50.63,28.7
4.994,31.52,10.3,20.81
4.882,12.93,156.2,25.1
4.985,13.59,30.68,34.82
5.112,19.54,6.647,35.39
5.031,85.05,84.0,17.16,13.88
4.933,10.29,38.41,278.1
5.194,35.21,8.441,46.36
5.231,8.576,11.21,14.74,19.28
4.782,14.75,18.44
5.097,8.757,12.42,23.09
4.729,19.72
5.221,8.685,11.44,14.93,19.13
5.163,58.56,71.09,93.15
5.18,12.43,21.58,37.06
4.974,24.85,13.48,30.23
5.621,32.45,48.41
4.788,15.38,24.6
4.749,13.95,29.01
5.262,10.59,16.94,22.09
4.952,23.86,55.34,154.4,55.63
4.931,19.55,50.72,41.79
5.215,8.919,11.64,15.27,18.72
4.99,11.62,35.94
5.191,10.52,29.13,34.32
5.233,13.5,20.32,20.25
5.155,63.18,63.64,15.24
5.038,15.39,24.08
5.203,9.59,13.82,20.25
5.045,8.939,83.49,70.81
5.015,13.06,972.4,38.59
4.913,12.64,44.16
5.118,78.57,61.35,45.23
5.214,10.21,14.77,19.65
4.739,13.49,35.11
4.984,89.65,24.93,14.56
5.166,109.0,12.03,17.67,21.82
4.867,11.45,25.09
5.224,8.636,11.21,14.81,19.47
4.969,10.87,185.4,30.71
4.865,10.34,60.89
4.826,11.77,25.83
4.793,11.3,34.72
4.782,13.44,376.8,22.07,137.5
4.839,11.39,25.04
4.955,14.45,33.92,10830.0
5.059,13.29,268.5,42.8
4.813,12.23,52.01,28.67
4.971,59.67,13.87,73.81
4.763,12.55
5.03,112.4,26.02
4.916,51.58,13.43,20.1
5.223,8.514,11.15,14.6,19.44
4.957,107.7,19.28,14.28
4.939,16.79
4.889,22.05,49.99
5.226,8.847,11.59,15.12,19.14
4.718,12.16,33.3
4.964,9.104,57.1
5.209,35.24,10.43,45.82
5.229,8.867,11.64,15.36,18.59
5.029,106.9,17.29,124.1
5.007,31.45,50.3
4.751,13.26
5.195,21.82,2.992,34.62
4.764,12.97,139.0
5.223,8.604,11.16,14.73,19.41
4.865,10.12,40.07
5.026,116.7,14.97,118.4
4.997,40.04,11.51,35.71
5.029,8.947,23.32,22.49
5.131,8.11,19.05,27.91
4.981,44.99,59.33
4.686,24.19,38.27
4.986,49.21,12.09,27.44
5.063,10.72,35.77
4.972,16.39,100.5,47.12
4.381,42.18
4.98,28.07,14.35,99.03
5.221,8.545,11.79,17.45
4.773,12.56,27.76
5.23,8.529,11.23,14.76,18.84
5.187,11.91,14.88,19.8
5.214,8.705,12.98,19.69
5.014,21.72,4312.0,52.2
4.911,10.27,28.46,5415.0
4.743,11.77,27.64
4.953,14.89,84.05
5.227,8.61,11.27,14.91,19.49
5.02,22.32
5.228,8.774,11.49,14.98,19.61
5.223,8.763,11.43,15.03,19.73
4.786,22.17,24.43
5.219,8.821,11.49,15.06,19.34
4.796,12.35,22.3
4.827,12.87,209.3,67.93,24.96
4.851,37.7,19.63,43.22
5.031,10.37,32.53
4.926,9.889,136.7,23.7
4.606,13.94,25.53
4.916,9.954,23.41
5.084,15.71,30.85,58.95,23.33
5.201,8.9,11.64,15.31,20.08
4.879,10.01,111.0
4.965,17.62,57.3,66.91,247.6
5.229,8.499,11.13,14.69,19.43
4.973,59.79,51.94,12.67
4.893,12.22,48.4
5.098,8.524,14930.0,20.88
4.805,11.91,30.41
5.195,42.7,13.9,51.59
4.61,16.99
5.164,14.5,42.39,10670.0
4.828,11.41,33.43
4.808,17.18,4484.0
5.008,119.4,12.08,45.41
4.935,12.63,379.1,21.79
4.845,10.83,22.86
5.026,9.13,139.8,988.5,31.57
5.192,16.08,9.77,22.7
5.06,11.75,22.68
5.214,8.576,11.26,14.77,19.41
4.715,13.5,24.52
4.875,11.01,19.64
5.205,9.106,12.02,14.5,19.06
5.029,10.12,17.17,26.78
5.024,9.648,30.58,18.17
5.249,84.2,10.69,108.5
5.002,15.25,31.58,50.27,22.92
5.036,9.529,22.69,19.67
5.038,51.0,18.47,17.36
4.737,14.8,48.8,11790.0,25.45
4.94,10.68,1116.0,28.51
4.699,17.87
4.934,21.86,25.53,41.26
5.222,8.581,11.3,14.78,19.25
4.779,11.12,709.5
4.825,12.13,30.57
5.224,8.537,11.17,14.72,19.29
5.007,9.937,19.23,23.19
5.075,13.92,55.28,1117.0
4.848,12.28,444.2
5.012,9.58,48.03,20.58
4.818,11.52,38.88
5.008,22.95,11.42,54.09,104.9
5.102,94.47,11.36,22.69,115.2
5.078,11.94,34.89
5.234,8.494,11.13,14.75,19.43
5.192,50.78,61.47
5.228,8.537,11.14,14.71,19.3
4.798,18.14,51.94
5.138,12.25,18.43,30.08
4.664,13.0,177.7
4.649,14.9
5.228,15.01,10.2,36.91
4.735,12.49
5.018,11.5,23.75
5.219,8.946,13.37,19.65
4.835,11.43,23.55
4.963,10.34,25.25,18.24
4.671,17.02
5.075,13.57,28.7,24.28
4.551,19.59
5.015,11.82,25.29
5.057,22.33,9.879,29.0
5.052,15.3,21.45,8.213
4.855,11.77,100.2
5.222,8.618,11.24,14.82,19.43
5.178,17.58,23.4
5.028,10.88,38.08,24.71
5.217,8.849,11.66,14.23,18.93
4.827,15.62,38260.0,44.63
5.158,71.36,21.97,15.11
4.627,16.69
4.874,18.38,102.2,85.94
4.978,110.0,29.66,36.09
4.624,13.81
4.965,18.69,10.76,24.55
4.597,15.28,41.77
4.859,72.75,100.0,585.8
4.841,12.56,36.41
4.825,16.25,357.1
4.896,10.82,24.96
4.733,13.85,31.02
4.904,83.98,14.43,65.41
4.752,13.49,41.25
5.196,17.34,22.97
5.162,8.742,38.62,14.65
4.924,10.14,23.16
5.03,13.12,103.1,53.9,35.29
4.685,20.96,53.81
4.931,172.9,17.98,36.46
5.214,8.705,11.53,15.16,18.48
5.23,8.732,11.4,14.98,19.52
5.196,20.3,12.05,44.59
5.001,88.28,18.03,10.37
4.993,11.59,55.42,38.06
5.109,9.629,43.74
4.907,10.64,24.55,22.36
4.906,12.4,119.5,46.92
4.951,37.43,12.68,45.6
4.962,9.745,63.39
4.894,23.1,11.87
5.219,8.81,11.51,15.11,19.87
4.96,10.43,23.17,33.49
5.169,15.75,84.55,34.74
5.025,12.88,234.7,55.74
4.93,15.03,39.78,245.0
4.96,12.09,26.1,23.56
5.011,53.85,54.7
4.921,16.53,24.11,10.97
5.251,120.2,11.48,25.25
4.727,17.12
5.217,8.957,11.77,15.46,18.56
5.207,16.09,113.0,27.15
5.22,8.838,11.61,15.25,19.78
5.233,8.61,11.36,14.79,19.54
4.97,11.01,28.6,17.61
4.996,49.35,24.88,12.15
5.221,8.654,11.36,14.58,19.19
4.834,11.26,16.46
5.093,84.74,12.22,133.8,17.35
4.745,12.07,61.32,329.7
5.229,8.706,11.46,14.86,19.64
5.0,9.599,23.29,16.55
5.174,175.6,14.42,234.1,11.29
4.95,19.8,219.0,367.8
4.898,43.94,146.6,26.76
5.147,10.49,36.6
5.219,8.765,11.51,14.95,19.65
4.657,15.86
5.013,13.77,33.19,31.03
4.91,32.3,10.82,90.41
5.225,8.672,11.35,14.97,19.57
4.987,12.81,26.33,29.21
4.895,13.59,25.89
5.202,17.46,93.59,12.12
5.101,42.64,8.251,23.24,14.42
5.226,8.492,11.13,14.68,19.2
5.168,176.1,19.05,10.83
5.031,15.73,60.25,56.64
5.229,8.708,11.38,14.89,19.45
5.224,8.633,11.32,14.86,19.52
5.228,8.501,11.18,14.74,19.33
5.149,97.47,11.41,18.88
4.64,18.72
4.779,15.98,63.04
5.231,8.53,11.26,14.83,18.79
5.146,48.93,15.11,25.34
5.215,8.78,11.49,15.02,19.69
4.984,10.09,25.2,30.71
4.996,19.27,9.182,24.68
5.037,35.51,34.15,68.62,19.7
4.81,14.5,34.82
5.008,14.86,30.82
4.924,16.67,33.1,28.17
4.932,64.43,13.69,15.43
4.964,31.31,188.2,18.91,14.13
4.899,11.02,23.4,20.89
5.172,10.78,14.18,18.82
5.176,173.9,12.0,20.36
4.816,10.83,31.6
4.842,11.4,38.85
4.95,23.13
4.796,20.29
4.983,10.25,14.45,23.03
4.881,36.29,17.94,107.8
4.926,16.2,84.88
5.074,8.127,306.6,38120.0,25.63
4.995,51.64,71.55,10.65
5.167,131.6,16.62,11.8
4.948,12.58,35.1,30.14
4.729,12.57,481.4
4.27,269.0
5.225,8.526,11.14,14.68,19.31
4.77,15.14,28.91,10420.0
5.287,9.934,17.22,21.71
5.027,22.08,42.17,402.1,59.15
4.737,19.16,54.15
4.628,15.92
4.778,14.06,35.7
5.0,14.08,30.61
4.713,12.21
4.784,11.92,42.4
4.824,13.19,36.02
4.869,11.69,26.49
5.001,11.04,27.47,35.71
5.05,9.407,64.25,40.61
5.036,15.59,47.15,31.61
4.96,10.81,29.33,37.55
4.947,17.53,24.73,33.54
5.092,42.95,86.5,16.3,175.3
4.912,51.78,17.34,67.64
5.088,8.188,35.96,28.53
5.212,9.574,33.34,26.02,16.74
5.023,49.46,423.3,11.73,72.21
5.22,8.73,11.41,15.07,18.73
5.226,9.025,11.83,15.41,18.88
4.868,15.04,49.57
4.953,13.42,7969.0,35.74
4.77,11.57,37.03
4.936,57.64,22.45,15.54
5.218,8.92,11.7,15.43,19.37
5.23,8.528,13.48,20.86
5.197,51.93,16.7,12.8
5.147,19.84,53.07,9.617,169.8
4.861,12.41,38.78
5.217,8.907,11.69,15.28,20.23
4.968,18.24,90.39,85.48,41.46
5.065,9.648,17.23,26.51
5.23,8.532,11.19,14.63,19.32
4.779,13.28,24.13
4.635,17.06
4.873,14.41,22.6
5.013,15.27,65.78,59.37
4.88,13.92,54.62
5.246,18.22,223.5,209.1
4.698,20.52
4.823,17.83,28.17
4.795,11.57,22.4
5.173,27.85,36.41,12.19
5.231,8.576,11.29,14.88,18.93
5.019,14.87,37.35
4.761,12.09,23.38
5.23,58.95,21.73,11.95
4.8,23.22,1831.0
5.223,8.678,11.37,14.87,18.98
5.212,20.5,9.933,15.34
5.226,15.95,27.57,35.89
4.86,22.76,92.52
4.958,11.09,51.87,31.44
5.037,16.95,46.78
4.897,15.86,75.56,27.05,51.44
5.151,78.7,16.94,23.05
5.226,8.538,11.16,14.88,19.24
5.229,8.515,11.18,14.66,19.28
4.898,11.11,33.16,25.23
4.733,28.16,56.78
5.228,8.58,11.15,14.74,19.48
4.834,10.6,10120.0
4.83,17.01,46.5
4.922,19.09,34.92
5.226,8.546,11.17,14.6,19.46
5.203,17.27,22.73,29.5
5.009,55.53,32.02,56.9
4.863,11.74,37.99
4.857,12.45,18.24
4.926,43.06,17.67,356.3
5.03,175.5,11.67
5.076,42.1,48.95,10.46
4.834,16.08,29.23,27.85
4.958,33.22,16.3,18.79
4.858,15.12,35.94,27.84
4.736,17.59
5.089,16.72,22.19,21.88
5.058,90.15,24.78,97.99,17.13
5.027,58.39,11.96,19.92
4.956,10.38,97.35,24.69
4.781,11.01,30.02
5.216,9.16,14.91,21.3
5.192,50.94,14.38,50.76
4.905,14.32,38.06,23.53
5.226,8.611,11.36,14.91,18.96
4.67,17.7,32.45
4.798,11.57,26.9
4.921,10.38,37.67,163.0
4.837,13.47,23.84
4.836,11.43,27.58
5.198,11.92,31.58
5.071,59.83,39.15,18.1,20.52
4.744,14.38,59.15
5.223,8.846,11.59,15.08,19.0
4.835,10.91,15.35,30.34
5.216,8.657,11.35,14.87,18.79
5.065,10.18,47.87,27.43
5.223,8.469,11.11,14.67,19.27
5.09,30.71,90.86,9.42,16.15
5.021,8.974,27.35,25.34
5.118,10.25,20.77,47.01,34.67
5.227,9.448,12.36,15.07,18.92
5.008,8.863,29.96
5.131,29.53,12.89,35.74
4.856,20.41,34.3,12.51
5.229,8.613,11.28,15.07,19.21
4.797,12.92,20.4,1253.0
4.766,12.05,37150.0
5.231,8.604,11.33,14.8,18.89
5.004,15.02,30.61,29.97
4.812,12.94,12090.0,34.22
5.006,58.89
5.05,13.48
5.072,10.76,380.2,34.97
4.884,12.35,27.0
5.232,8.552,11.23,14.71,19.26
5.03,34.32,17.39,44.01
4.866,11.62,27.51
4.961,10.68,19.39,21.29,23.27
5.217,8.764,11.49,14.93,19.76
5.104,8.888,218.0,19.95,16.28
4.941,42.77,8.116,50.48
5.002,114.7,10.36,17.66
4.844,10.96,25.42
5.089,9.785,37.78
4.919,76.47,11.98,16.74
5.229,8.649,11.36,14.83,18.76
5.225,8.781,11.57,15.23,19.92
4.706,12.92
4.754,20.13
4.913,45.47,20.5,14.73
4.8,15.39,21.84
4.956,10.96,28.13,16.66
5.153,128.8,168.3,171.1
4.93,60.68,29.29,27.1
4.906,13.85,39.6
5.02,25.39,44.1,70.79
4.898,20.14,33.4,11.61
5.239,8.459,17.05,17.92,23.04
4.857,10.46,50.37
5.125,8.157,39.88,37.85
4.703,15.28,88.73,1394.0
5.213,8.795,11.45,15.14,19.1
4.826,11.42,25.17
4.732,13.55,58.32
5.008,9.35,27.88
4.856,10.92,26.05
5.331,12.18,2.578,22.94
5.051,17.91,143.3
4.999,38.78,14.37,55.44
4.874,10.33,34.16
4.907,15.93,5296.0,36.98
4.994,60.45,11.07,78.67
4.819,21.92,52430.0
5.213,9.076,15.74,20.09
5.226,8.592,11.27,14.69,19.43
5.228,8.58,11.3,14.7,19.32
5.038,15.6,99.9,36.06
4.99,63.67,84.29,15.67,10.17
5.226,46.64,10.96,55.68
5.216,9.364,16.01,19.44
5.227,8.766,11.52,14.45,18.89
5.173,8.336,22.06,24.44
5.227,8.598,11.29,14.97,18.57
5.039,13.34,27.03
4.858,20.17,46.97,14330.0
5.609,20.51,34.03,34.34
4.962,9.623,28.24,18.17
4.865,59.78,23.21
4.374,40.15
5.204,12.9,29.37,23.37
4.854,17.84,29.88
5.218,8.584,11.14,14.9,19.5
5.228,8.76,11.54,15.07,18.87
4.887,18.17,35.85
5.117,19.76
5.155,15.41,50.29,53.18
4.783,17.83,60.55,18460.0
4.671,15.3
4.263,323.5,51.58
5.234,8.601,11.32,14.91,18.99
4.886,12.26,9.112,32.48
4.86,10.56,54.29,463.6
4.872,14.13,26.22
4.827,12.44,47.63
5.148,8.47,24.81,23.34
5.029,13.16,69.52,40.11
5.048,59.71,7.951,77.0,72.17
5.203,7.888,91.74,20.71,17.81
4.95,11.93,30.7
4.716,13.64,31.09
5.049,143.7,206.1,14.64,35.48
5.019,9.137,26.76,20.73
5.208,11.23,15.41,19.82
5.226,8.519,11.22,14.72,19.17
4.854,17.33,27.19
5.125,8.093,47.95,25.06
4.919,10.41,73.4,38.7,23.3
4.791,78.88,119.0,15.7
4.803,15.59,39.62
4.979,16.6,70.73
5.222,8.536,11.28,14.65,19.31
5.184,170.2,9.488,226.7
5.067,14.44,84.11,43.52
4.95,11.21,523.1,21.14
4.828,12.84,25.68
4.924,11.59,76.68,50.82
4.808,12.37,19.48
5.233,8.484,11.17,14.64,19.33
4.942,36.27,10.07
5.113,59.27,21.54,10.89
5.228,9.031,11.91,14.39,19.0
5.218,8.667,11.36,14.85,19.12
5.215,9.081,11.87,15.58,18.9
5.015,100.1,19.59,10.8
4.852,16.75,39.48
5.051,9.668,33.91,21.25
4.907,15.94,43.97
5.223,8.799,11.6,15.05,20.02
4.874,15.54,34.7,12.76
4.796,11.99,23.72
4.845,11.79,20.29,30.1
4.965,9.324,35.87,172.7
5.101,20.11,24.27,31.72
4.801,13.23,24.23,42030.0
4.854,14.32,30.8
5.226,8.814,11.61,15.24,18.5
5.225,8.945,11.67,15.31,18.53
4.877,15.26,1042.0,32.37
5.227,8.539,11.2,14.58,19.32
4.884,12.39,28.02
5.206,74.37,8.9,15.11
4.768,12.36,43.94
5.212,8.73,11.57,14.98,19.8
4.802,11.5,66.21
4.818,13.93,29.74
5.053,66.4,80.91,12.37
5.259,22.5,29.67,10.78
5.231,8.622,11.29,14.88,19.36
4.946,9.919,25.59
4.815,14.89,11.06
4.855,11.48,49.42
5.226,8.572,21.93,24.04
5.23,8.556,11.27,14.82,18.74
4.738,14.97,28.67
4.929,43.78,9.879,52.46
4.599,19.13,54.32,12290.0
4.764,26.6,11.54,68.18
5.184,140.9,11.08,141.6,17.27
4.91,10.85,47.19
5.2,8.81,30.17,19.48
4.857,10.83,24.46
5.077,19.22
5.215,8.669,11.36,14.95,19.63
5.08,8.413,26.77,24.36
5.219,8.768,11.46,15.0,19.21
5.004,9.928,23.53,66.72
4.98,10.89,26.28,19.78
5.011,9.724,30.12,27.21
4.848,11.67,35.03
4.996,78.48,108.3,113.9,18.38
4.936,30.43,10.58,39.87
5.218,9.867,15.28,19.25
4.827,11.3,22.96
5.223,8.722,11.41,14.98,19.64
