5.042,15.39,58.0,30.39
5.107,20.77,67.81,57.25,41.15
5.198,16.93,32.29,49.64,37.59
5.005,24.31,26.87,46.82
5.228,8.695,13.86,21.42,33.97
5.223,8.713,13.84,21.25,33.76
5.112,10.91,46.85,28.19
5.226,8.68,13.86,21.3,33.85
5.103,87.04,12.05,10470.0,31.21
4.916,17.33,328.0,38.06
5.233,8.48,13.59,21.53,34.28
5.137,105.9,12.95,32.81,24.34
5.087,17.64,63.45,68.81
5.209,11.42,92.12,60.86
5.18,27.41,51.2,11.42,41.56
5.222,9.63,15.33,21.54,34.29
5.227,8.584,13.71,21.28,33.9
5.016,21.14,21.03,80.82
5.018,15.33,31.44,40.1
5.225,9.365,15.01,21.25,34.11
5.291,13.92,22.0,34.03
5.202,127.2,23.82,60.59,21.09
5.109,20.23,141.0,19.71,55.15
5.224,8.846,14.07,21.45,34.04
5.013,33.67,24.83,44.6
5.023,15.16,50.57,33.55
5.048,37.54,82.65,117.0
4.953,19.07,107.3,1147.0,123.7
5.043,38.8,24.14,10.75,246.6
5.231,8.551,13.44,21.55,34.48
5.002,22.78,38.81,55.51
5.209,10.07,25.83,54.72,26.97
5.208,10.98,26.41,34.6,30.81
5.041,19.05,37.23,53.34
5.228,8.568,13.76,21.53,34.24
5.219,9.629,15.19,21.16,34.18
5.202,10.36,15.71,26.0,31.92
4.847,13.94,45.18,26.9
5.186,31.7,11.2,66.28,218.3
5.226,8.646,13.68,21.41,33.97
5.229,8.754,13.9,21.54,34.06
4.967,17.38,48.22,327.3
5.22,8.703,13.8,21.42,33.79
5.006,37.67,21.59,20.97
5.196,14.54,22.85,33.26
5.075,14.18,43.73,28.01
5.225,8.708,13.92,21.42,34.14
5.002,17.28,34.21
5.149,19.5,62.29,56.17,118.9
5.02,16.25,497.3
5.02,85.2,18.15,110.8
5.098,16.35,49.67,34.45
5.197,21.64,126.1
5.041,174.0,39.01,22.09
5.221,9.179,14.6,21.55,34.42
5.225,8.682,13.83,21.29,34.01
5.226,8.626,13.73,21.57,33.96
5.215,10.54,13.79,21.24,34.19
5.022,16.25,46.94,132.4
5.213,27.4,14.32,14.51,67.95
5.226,9.028,14.33,21.34,34.53
5.223,8.731,13.9,21.45,33.69
5.218,9.116,14.46,21.21,34.0
5.231,8.662,13.79,21.48,33.98
5.206,12.16,36.15,33.7,34.88
4.992,19.96,64.03,31.51
5.076,51.28,31.81,13.38,29.82
5.213,9.257,14.8,21.37,33.75
5.229,8.672,13.47,21.3,34.16
5.146,15.2,69.66,51.07
5.182,12.13,31.68,50.16,56.94
5.223,8.692,13.8,21.64,34.14
5.227,8.632,13.8,21.68,34.48
5.217,9.833,13.76,23.89,34.14
5.228,9.029,14.23,21.38,33.95
5.115,24.52,16.82,41.01,13.15
5.187,12.38,59.96,30.19,19.92
5.231,8.821,14.07,21.39,34.08
4.984,140.6,21.14,20.88
5.227,8.733,13.95,21.44,34.02
5.227,8.719,13.96,21.48,34.22
5.229,8.76,13.92,21.48,34.14
5.22,8.871,14.09,21.35,34.22
4.883,18.97,45.67
5.185,13.68,22.26,33.57
5.171,30.78,13.27,39.91
5.212,9.457,15.01,21.21,34.18
5.222,9.732,15.45,21.19,33.9
5.218,9.674,14.78,21.14,33.8
5.203,113.3,19.41,13.46,146.1
5.188,172.8,12.36,20.97,230.2
5.193,26.98,14.72,61.68,79.84
5.104,14.76,35.74,55.23,31.98
5.218,9.323,13.65,21.18,33.86
5.224,8.58,13.68,21.7,34.34
5.23,8.639,13.78,21.46,34.19
5.229,8.744,13.84,21.38,34.05
5.229,8.851,13.98,21.35,33.98
5.188,13.77,19.97,33.38
5.065,27.28,18.6,46.67
5.17,13.29,50.01,536.4,31.12
5.226,8.998,13.43,21.41,33.95
5.12,12.67,29.44,24.14,40.23
5.073,18.16,154.8,82.84,423.0
5.221,8.769,13.93,21.43,33.85
4.934,21.52,43.19
5.226,8.918,14.22,21.43,34.12
5.023,15.54,36.25,54.09
5.216,8.838,13.49,21.38,33.99
5.188,90.17,14.47,13.76,119.4
5.211,12.06,39.37,46.64,31.93
5.178,31.58,13.65,132.9
5.091,13.73,51.25,795.5
4.988,16.2,75.54,39.21
5.164,18.43,50.56,25.83,79.88
5.205,92.95,23.57,30.49
4.981,11.06,3067.0,40.54
5.008,26.71,109.0,32.01
5.232,8.58,13.5,21.53,33.93
5.222,9.321,14.76,21.17,33.81
5.216,8.836,13.47,21.52,34.01
5.211,13.28,29.69,35.7,114.0
5.226,8.918,13.56,21.63,34.33
5.009,61.44,19.41,62.11
5.203,31.58,16.13,41.6
5.06,23.14,11.04,30.57
5.195,9.236,83.04,35.33,29.39
5.135,17.58,11.37,47.7,38.1
5.054,10.92,15.84,42.52,32.19
5.227,9.207,14.54,21.35,33.67
5.176,62.96,19.3,30.41,12.06
4.925,23.89,16.46,43.7
5.218,9.214,13.41,21.47,34.25
5.218,11.47,31.63,44.19,25.69
5.204,25.18,56.76,10.15,26.82
5.184,88.57,17.15,114.8
5.16,56.31,9.992,19.09,75.17
5.191,11.41,39.3,35.71,19.62
5.208,9.848,17.43,22.31,34.68
5.204,9.908,18.17,34.27
5.047,22.28,89.39,77.51,98.91
4.925,17.45,39.75
5.104,74.16,14.68,63.38,34.87
5.166,10.42,28.55,55.42
5.071,12.58,37.56,41.08
5.125,82.6,15.79,13.21,109.3
5.184,107.3,9.886,22.75,33.67
5.213,10.24,13.53,21.55,34.31
5.232,8.61,13.72,21.42,34.11
4.922,15.84,49.76,23.82
5.231,8.767,13.9,21.44,34.12
5.204,14.92,8.11,23.59,33.19
5.217,9.043,13.49,21.43,34.06
5.217,10.39,13.45,21.25,33.88
5.227,8.966,14.25,21.26,33.82
5.051,14.34,22.06,31.95
5.191,20.24,26.39,34.57
5.219,9.4,13.61,21.5,33.99
5.193,31.28,10.88,18.26,40.64
5.243,10.64,45.09,91.16,56.68
5.198,94.43,12.79,25.1,123.6
5.111,41.25,14.5,43.5,20.66
5.229,8.576,13.54,21.73,33.8
5.27,15.63,35.06,41.07
5.0,17.81,183.9,39.1
5.192,182.4,18.52,82.08
5.227,8.858,14.02,21.35,33.83
5.224,8.788,13.43,21.33,34.22
5.225,9.003,14.31,21.45,34.3
5.061,23.31,65.95,59.93
5.231,8.813,14.01,21.31,33.93
5.084,125.4,56.53,67.71,17.92
5.196,30.27,16.47
5.018,12.57,7396.0,40.29
5.045,18.1,9.861,23.56,31.46
5.218,9.328,14.8,21.24,33.82
5.227,8.648,13.71,21.47,34.06
5.225,8.671,13.45,21.46,33.94
5.179,61.36,21.31,92.97,14.51
5.203,65.17,24.38,29.63
5.221,8.795,13.49,21.34,33.91
5.232,8.632,13.81,21.73,34.31
5.12,43.8,57.67,15.24,56.91
4.937,19.15,50.86,37.76
5.185,31.03,48.99,75.23
5.037,14.66,34.05,45.58
5.08,16.87,66.67,334.4,37.35
5.221,9.895,15.45,21.26,33.4
5.16,24.44,49.87,11.11,51.08
5.226,8.698,13.87,21.44,34.06
5.221,9.363,14.98,21.21,33.79
5.232,8.52,13.56,21.55,34.05
5.212,14.35,26.42,38.83
5.22,8.785,13.97,21.31,33.89
5.127,22.33,12.01,71.68,35.92
5.215,10.05,13.49,21.25,33.72
5.224,8.841,14.08,21.41,34.24
5.055,18.94,234.4,47.28
5.229,8.672,13.78,21.51,34.21
5.196,12.66,36.01,28.66,32.5
5.231,8.855,14.07,21.34,34.01
5.226,8.85,13.96,21.31,34.32
5.168,20.75,11.19,38.32,46.78
5.223,8.88,14.07,21.44,34.43
5.222,9.152,14.53,21.57,33.32
5.08,21.11,15.7,12.2,33.82
4.99,28.66,44.77,49.74
5.214,18.65,22.62,34.25
5.227,8.885,13.55,21.37,34.1
4.977,16.64,45.3,51.22
5.219,9.169,13.61,21.78,33.07
5.325,24.4,49.14,10.73
5.211,9.375,13.44,21.3,34.17
5.224,9.225,13.51,21.26,34.29
5.193,46.98,12.16,15.57,61.16
5.23,8.544,13.65,21.62,34.73
5.035,45.14,16.95,53.93
5.201,9.754,49.67,39.48,32.27
5.231,8.664,13.85,21.39,34.02
5.211,9.248,25.75,14.64,34.29
5.207,23.41,11.63,41.47,59.83
5.215,9.435,15.06,20.94,33.87
4.962,20.08,8770.0,46880.0,40.76
4.87,16.49,45.18
5.249,14.24,80.4,22.74
5.019,119.3,41.42,21.21
5.137,13.19,59.61,325.7,29.14
5.223,8.685,13.79,21.77,34.03
5.226,9.312,14.83,21.54,34.49
5.001,17.59,37.78,39.94
5.223,9.169,14.62,21.37,33.96
5.221,8.636,13.75,21.21,34.04
5.212,10.43,36.23,30.98,45.28
5.225,9.098,14.58,21.5,34.25
5.216,9.194,14.59,21.38,33.86
5.223,10.4,33.76,35.01,19.45
5.006,11.52,22.63,37.75
5.199,99.05,13.88,48.29,36.86
5.114,32.82,37.85,14.92,52.42
5.219,9.616,13.6,21.29,34.05
5.189,23.69,220.7,11.73,62.18
5.061,22.69,12.69,76.86,48.61
5.009,19.55,124.2,10.06
5.044,18.75,36.02
5.125,28.84,12.48,16.62,37.98
5.223,8.624,13.77,21.4,33.82
5.231,8.645,13.84,21.32,34.11
5.156,12.16,432.0,30.2,33.75
5.226,8.537,13.6,21.53,34.27
5.217,9.887,13.71,21.3,34.14
4.991,17.05,26.36,56.31
5.216,11.4,14.68,23.38,34.1
5.222,9.411,14.87,21.49,34.2
5.011,12.97,21.85,49.42
5.109,55.04,18.67,19.82,23.87
5.185,106.4,23.17,13.79,36.78
5.22,10.48,13.74,21.25,34.39
5.238,8.549,13.45,21.53,34.03
5.189,46.91,11.42,16.47,73.8
5.232,8.6,13.7,21.5,34.17
5.183,25.4,12.22,33.55,47.2
5.189,11.41,43.43,25.29,18.69
5.226,8.699,13.46,21.36,33.99
5.215,9.054,14.38,21.25,34.02
5.184,48.27,10.95,20.41,58.29
5.217,9.079,14.51,21.56,33.84
5.219,8.75,13.79,21.24,33.95
5.224,9.187,14.51,21.4,34.35
5.231,9.019,14.34,21.47,34.37
5.217,9.815,15.5,21.29,34.03
5.184,10.02,16.06,21.09,33.96
5.204,21.31,15.13,33.54
5.224,9.231,14.52,21.12,34.57
5.213,16.45,10.13,24.06,37.76
4.988,24.82,76.72,69.11
4.742,21.88,56.12
5.146,11.89,18.89,33.33
5.222,8.721,13.57,21.55,34.23
4.898,20.77,103.4
5.223,9.71,15.46,21.23,33.6
5.22,8.82,14.04,21.42,33.9
5.088,16.43,59.32,20.17
5.168,55.34,72.76,12.57,71.28
5.206,10.93,14.38,21.43,33.78
4.983,27.76,19.35,47.31
5.193,74.85,301.5,15.4,292.4
4.971,13.59,26.1,34.12
4.901,27.18,33.31,21.26
5.175,9.952,55.05,29.82,31.08
5.196,24.53,1553.0,15.48
5.205,11.7,27.09,49.87,16.63
5.218,16.94,37.33,10.03,44.06
5.222,9.418,14.97,21.04,34.34
5.007,14.84,35.87,56.58
5.167,75.19,15.62,12.94,91.45
5.092,16.19,22.76,9.536,33.03
5.205,22.87,62.66
4.936,21.7,36.75
5.225,8.986,14.18,21.34,34.16
4.989,20.81,80.95,53.98
4.977,17.52,182.4,48.17
5.194,171.2,13.73,172.9,23.71
5.22,8.686,13.82,21.35,33.82
5.232,8.754,13.96,21.44,34.19
5.214,12.24,32.09,42.51,30.78
5.075,79.39,20.98,88.91
5.226,9.515,15.04,21.29,33.74
5.225,9.011,14.24,21.39,33.93
5.234,8.615,13.7,21.38,34.2
5.06,18.67,24.16,9.608,32.97
5.071,31.49,11.89,69.59,74.81
5.219,11.27,14.76,21.47,34.12
5.141,12.81,44.34,26.66
5.223,8.943,14.19,21.29,34.21
5.216,12.38,16.6,22.81,34.07
5.193,14.41,121.6,48.08
4.959,15.77,67.14,92.43
5.063,15.73,362.5,404.0,34.73
5.189,117.4,46.43,30.26,17.08
5.178,48.45,13.2,17.8,64.32
5.147,18.31,11.04,22.28,33.4
5.196,120.4,20.31,12.0,30.8
5.01,14.55,63.2,28.97
5.221,9.108,14.49,21.15,33.69
5.168,17.16,121.8,39.43,47.3
5.225,8.866,13.96,21.7,33.63
5.233,8.643,13.79,21.43,34.17
5.09,84.46,21.66,102.6
5.196,49.37,33.3,11.14,20.03
5.226,8.711,13.69,21.35,34.11
5.23,8.603,13.64,21.27,34.01
5.102,89.44,14.91,29.45,29.0
5.223,8.692,13.51,21.49,34.21
5.232,8.791,13.94,21.27,33.89
5.228,8.6,13.58,21.43,34.24
5.044,181.2,22.88,70.49
5.206,15.18,32.58,51.78,40.58
5.141,66.95,10.4,29.2,31.13
5.223,9.365,13.51,21.4,34.23
5.223,8.896,14.02,21.31,34.44
5.214,23.65,940.7,45.34
5.184,11.39,39.26,16.41,25.72
5.055,33.75,68.56,25.75,12.33
5.224,8.764,13.86,21.35,34.27
5.194,47.79,18.62,14.55,35.75
5.0,19.72,157.7,17.29
5.021,15.97,54.0
5.111,31.87,16.01,19.83,59.46
5.229,8.525,13.61,21.6,34.59
5.177,19.05,31.05,40.49,58.71
5.192,38.98,9.611,18.4,55.28
5.233,8.74,13.79,21.54,33.87
5.226,8.684,13.82,21.29,34.19
5.231,8.574,13.52,21.65,34.58
5.138,90.37,13.56,15.62,141.9
5.022,17.12,79.81,45.46,45.21
5.18,11.67,24.48,45.54
5.231,8.554,13.6,21.64,34.21
5.209,33.59,34.13
5.222,9.1,13.41,21.22,33.89
4.941,16.74,22.9
5.146,16.25,157.3,45.48,48.58
4.994,35.96,17.73,22.93
4.909,26.19,38.99,52.48
5.01,13.16,351.7,28.99,49.74
5.152,28.79,15.07,129.9,276.1
5.155,24.22,24.64,19.37,59.13
4.806,30.94,117.5
5.219,8.84,13.95,21.36,33.87
5.197,12.17,16.0,20.89,33.65
5.186,172.9,13.16,21.58,74.67
5.225,8.821,13.44,21.39,34.04
5.221,9.239,14.69,21.33,33.61
5.125,21.84,64.46,57.21,41.19
5.201,21.32,25.91,34.19
5.213,9.141,14.53,21.44,33.85
5.014,29.13,15.13,58.51,48.7
5.182,22.77,129.1,73.0
5.229,8.568,13.66,21.95,34.16
5.01,43.01,12.82,66.61
5.035,123.8,41.92,33.46
5.097,15.52,83.42,99.45,51.82
5.066,13.97,24.64,33.42
5.216,12.66,20.14,33.94
5.225,8.5,13.56,21.42,34.34
5.216,9.961,15.76,21.35,33.83
4.981,16.4,661.4,25.07
5.134,17.9,602.8,31.65,44.82
4.979,20.77,14.36,34.53
5.214,9.731,13.74,21.69,32.72
5.065,12.23,44.36,51.93
5.129,14.38,37.83,212.2,52.94
5.231,8.745,13.93,21.36,33.98
5.23,9.166,14.41,21.45,34.14
5.173,14.39,418.1,52.77,25.07
5.175,10.84,28.33,72.18,41.02
5.079,21.01,109.0,49.39
5.162,12.37,38.73,41.01,57.81
5.146,17.86,67.4,43.3,17.27
5.111,23.76,74.76,62.25,59.9
5.162,13.2,40.77,43.94
5.213,29.23,85.29,13.19,61.13
5.148,57.44,13.79,20.37,29.51
5.227,8.614,13.68,21.37,34.12
5.312,16.59,21.95,33.38
5.138,64.58,13.16,15.3,84.03
5.222,8.737,13.91,21.36,33.99
5.229,9.023,14.41,21.3,34.44
5.08,29.37,48.37,16.6
5.195,11.5,30.56,24.93,40.83
5.231,8.697,13.76,21.56,34.23
5.093,55.62,15.92,89.22
5.221,9.072,14.31,21.31,34.17
5.232,8.711,13.88,21.45,34.05
5.175,31.25,104.3,13.13,128.7
5.021,34.91,18.49,45.11
5.229,16.8,23.78,33.41
5.223,9.547,13.59,21.36,34.18
5.181,48.98,20.62,47.26
5.07,18.54,40.03,10.1
5.229,8.591,13.69,21.61,34.53
5.215,9.722,15.39,21.3,33.74
5.281,19.64,36.29,45.87
5.218,9.688,15.42,21.4,33.88
5.016,14.43,260.8,38.07
4.905,19.7,235.3,144.7
5.053,20.7,83.96,31.82
4.899,24.13,60.37
5.086,20.95,107.0,68.95,14.28
5.223,8.594,13.72,21.38,34.24
4.987,20.45,39.23,70.82
5.232,8.652,13.66,21.34,33.9
5.001,25.83,44.9,41.77
5.23,8.647,13.69,22.07,34.53
5.164,52.61,10.63,23.56,68.76
5.071,15.16,41.67,26.52,29.16
5.229,8.691,13.87,21.4,34.12
5.203,11.34,31.01,45.0,27.11
5.128,17.93,11.74,31.2,56.14
5.113,17.13,35.68,75.12,38.36
5.205,11.93,33.56,39.08
5.099,12.25,53.52,32.21
5.011,45.52,49.84,163.1
5.178,65.3,13.72,16.23,85.78
5.231,8.556,13.51,21.41,34.11
5.232,8.523,13.55,21.58,34.03
4.982,12.6,43.88,24.18
5.095,28.73,14.46,113.4,52.93
5.233,8.637,13.75,21.36,34.18
5.223,8.921,14.14,21.46,33.66
5.179,12.68,46.42,41.27
5.086,14.59,31.37,48.58,38.1
5.226,8.52,13.53,21.55,34.43
5.208,23.03,11.83,36.89,28.03
5.194,94.21,29.16,12.99,22.12
5.211,12.13,32.81,34.13,27.11
5.22,9.599,39.01,39.82,25.68
5.145,55.97,13.58,54.67,25.02
5.173,143.9,19.58,11.1,188.4
5.098,44.45,20.44
5.106,14.47,54.72,54.06,268.9
5.189,27.41,13.8,201.0,24.31
5.052,15.17,42.07,54.28
5.188,18.3,87.82,24.95,32.52
5.052,12.69,28.29,42.23,42.14
5.166,100.9,25.25,19.53,35.42
4.761,29.72
4.894,14.61,184.2,59.86
5.044,13.78,43.35,26.97
5.221,8.917,14.15,21.27,34.26
5.02,16.82,177.1,40.61
5.207,16.64,26.21,37.47
5.227,8.615,13.75,21.4,34.32
5.161,12.85,19.66,45.72,36.39
5.231,8.795,13.39,21.39,34.14
5.217,9.533,15.15,21.23,33.57
5.195,16.69,31.96,8.315,28.04
5.228,15.59,24.9,43.69
5.076,11.69,25.64,31.12
5.173,60.89,14.3,23.32,25.5
5.136,16.46,22.21,32.86
5.227,8.864,14.06,21.35,33.75
5.223,8.925,13.5,21.38,33.73
5.219,8.594,13.55,21.54,34.05
5.201,23.38,9.48,30.71,30.24
5.227,8.53,13.63,21.5,34.14
5.098,21.82,64.84,275.5
5.225,8.802,13.98,21.57,33.72
