4.819,11.44,140.7,34.57,37.15
4.956,11.78,31.18
4.475,19.31,183.7
4.911,17.77,39.58,96.13,32.89
4.712,14.89,64.76,31.76
5.126,9.896,13.06,20.48,29.04
5.191,8.37,22.99,26.1,14.56
5.17,68.65,10.69,30.01,22.03
4.432,22.27,21160.0
5.093,10.52,62.13,21.96
5.163,12.97,46.18,18.3,30.65,83.08
4.938,13.52,80.98,44.31,34.84
5.101,46.44,44.93,70.36,16.75
4.58,16.54,56.05
4.886,14.07,236.0,27.25
5.003,15.19,100.8,43.25,53.32
5.042,84.51,11.12,24.73
5.224,8.577,11.31,14.73,19.07,24.97
5.221,8.873,13.39,19.31,24.79
4.955,10.69,22.94,26.53,30.08
4.909,14.2,29.68,41.59
4.956,10.6,39.34,36.8,322.7
5.033,16.84,50.25,3968.0,41.48
4.807,12.72,17.55,54.98,30.66
4.987,9.493,27.87,28.18,24.4
4.682,13.06,45.21
5.061,11.51,25.46,38.07
4.673,13.95,116.5,31.56
5.069,8.765,112.6,18.94,29.68,25.18
4.733,15.62,33.27
5.22,8.752,11.42,14.99,19.84,25.8
4.744,11.76,59.37,34.63
4.967,12.3,53.02,61.77,26.24
4.995,17.05,35.19,164.1,36.9
4.853,13.91,39.26
5.158,63.28,28.33,19.37
4.776,16.5,3231.0,63.97
4.815,13.75,45.09,34.45
4.772,14.79,46.91,66.43,104.9
4.895,12.75,55.88,113.4,27.86
5.01,45.16,53.75,12.94,23.46
5.06,66.09,140.0,96.41,14.42,231.3
5.032,9.687,42.4,46.57,36.75
4.946,11.64,38460.0,59.59,30.82
4.921,12.34,40.7,69.02,43.01
4.813,19.95,9.231,32.1
4.791,11.4,38.04,33.42
5.199,10.57,14.14,19.02,25.03
4.661,18.89,10440.0,91.76,151.4
4.726,12.8,58.12
4.797,11.39,21.67,44.81
5.219,8.576,11.32,14.61,19.42,25.35
4.965,11.9,41.71,37.51
5.052,8.858,20.28,31.78,118.7
4.871,10.05,28470.0,87.51
4.733,17.92,37.88,86.09
4.8,20.44,39.91
4.922,11.67,33.85,29.03
4.799,35.1,105.8,16.22,16.36
4.862,18.36,20.89,40.87
4.929,11.91,49.81,24.91
5.23,8.517,11.23,14.73,19.5,25.26
4.658,13.96,30.71
4.463,26.96,108.1
5.025,21.27,45.19,44.13
4.858,10.01,28.82,57.37
4.927,10.63,49.36,46.47,20.38
5.021,13.42,31.06,39.31,25.79
5.281,10.06,15.05,20.26,24.86
4.851,12.52,42.15,94.58
4.926,9.693,34.83,34.34
4.99,32.09,666.7,14.91,89.18
5.231,8.67,11.42,14.96,19.01,24.92
5.028,90.19,40.29,19.11,20.06
4.382,31.52,391.7,215.3
5.02,57.75,11.76,20.26,32.15
4.944,14.66,35.44,228.1
4.887,23.1,44.17,19.37
5.219,8.634,11.38,14.86,19.56,25.03
4.806,15.15,17.46,23.68,9.115
4.966,10.91,4205.0,40.69,26.34
5.225,8.591,11.34,14.87,19.05,25.16
5.27,78.35,78.65,15.7
4.473,21.6
5.234,8.534,11.26,14.51,19.25,25.04
5.139,107.6,30.42,13.57,25.68
5.126,19.34,46.1,14.46,27.02
4.923,11.73,73.63
4.353,19.31,50.5
4.962,10.11,30.43,32.58,24480.0
5.23,8.55,11.15,14.81,19.37,25.63
5.018,13.26,197.1,93.54,32.68,43.26
5.083,14.55,92.47,25.17
4.882,11.35,40.44,36.06
4.94,11.1,33.65,27.23,23.57
5.051,13.51,32.75,65.11,91.0
4.901,21.75,30680.0,67.9
5.226,8.766,11.5,15.16,19.18,25.23
4.805,19.13,48.88,64.84
4.893,14.3,34.29,31.36,22060.0
4.934,47.14,11.0,66.84
4.874,18.77,46870.0,39.98
4.96,50.05,9.188,40.81,18.9
5.222,8.529,11.19,14.69,19.29,25.24
4.869,18.71,59.39
5.088,9.56,42.29,74.01
4.517,22.02,126.7
4.788,14.04,43.47,42.95
5.225,8.553,11.2,14.67,19.37,25.32
4.779,11.98,104.2,76.86,187.7
4.841,12.28,35.05,24.87
4.691,13.56,44.05,569.9,69.04
4.885,47.51,416.8,24.52
4.972,8.758,41.46,40.77,52.89
5.224,8.605,11.26,14.92,19.41,25.49
5.141,22.25,68.63,65.63,36.67
4.868,10.65,17.34,31.98
4.922,30.82,93.56,30.48,11.73
4.876,10.79,1271.0,309.0,58.15
5.23,8.021,25.37,30.39,56.61
5.218,8.661,11.31,14.78,19.52,25.55
4.947,10.16,39.59,35.63
4.87,16.71,25.63,505.5
4.694,16.11,39.29
4.967,83.19,26.4,40.55
5.014,27.92,17.55,35.05
4.797,20.53,428.8,65.83
5.081,26.12,47.32,9.699,31.95,40.38
5.126,8.154,218.7,25.23,26.84
4.603,15.14,22.26
5.216,8.566,12.96,18.98,25.37
4.787,12.12,36.07
4.923,17.99,32.37,33.93,54.33,186.9
5.043,72.22,15.6,26.46
4.796,11.56,29.23,25.45
5.264,9.145,17.8,30.12
4.978,8.932,26.97,44.63,613.7
4.844,10.74,25.34,27.51
5.096,13.04,30.14,29.5,35.9,10.76
4.904,16.49,48.9,37.11,72.65
4.76,52.33,22.75,20.22,24.83
4.738,10.82,30.01,34.77
4.773,10.86,45.56,99.71,8089.0
4.84,20.01,50.58,55.73,46.97
5.217,11.06,20.48,41.24,30.4
5.234,8.662,27.75,12.67,20.92
5.215,8.324,15.0,18.5,17.43,26.32
4.878,10.22,39.71,45.49
4.954,9.603,33.57,20.78
5.005,26.87,61.26,16.21
4.951,11.44,1192.0,351.2,42.61
5.021,9.897,22.49,35.07
4.967,136.7,178.9,17.16
4.834,11.69,31.61,27.6,28.8
4.847,9.859,8195.0,34.23
4.899,10.4,34.4,27.98,30.35
5.558,54.24,29.82
4.843,11.12,42.25,23.94
5.141,10.31,63.33,79.72,31.71,34.69
4.863,22.74,35.23,35.67
4.869,10.31,1270.0,44.58,52.15
4.773,11.63,37.03
4.956,10.27,44.74,30.53,45.42
4.647,18.65,45.02
5.172,181.1,17.54,16.24,25.63
5.027,65.52,11.45,148.7,21.45,5087.0
4.718,21.27,187.7
4.967,9.406,121.2,34.58,18.87
5.221,8.56,11.29,14.67,19.47,25.15
4.742,11.99,42.03,34.13
5.253,9.867,21.8,35.66
5.216,8.722,11.43,14.93,19.56,25.63
5.084,10.7,76.06,35.52,36.06,341.1
4.838,12.74,671.6,148.1,24.19
4.877,11.58,27.01,20.95
4.638,14.58,29.34
4.611,20.64,27.1
4.85,27.09,63.42,9.07
4.813,10.59,57.15,170.7,51.97
4.822,10.75,115.0,60.5,52.82
4.748,11.5,34.9,52.25
5.025,11.17,35.21,31.61,23.98
4.69,11.38,53.28,34.7
5.202,105.0,18.88,27.04,14.93
4.896,12.58,189.8,37.29
4.942,32.29,58.22,142.8
4.887,16.19,37.52
4.934,10.42,49.85,38.49
4.878,20.42,50.63
4.886,24.5,13.87,50.72
5.294,9.845,21.17,26.68,33.0
4.807,22.37,54.18
5.23,8.582,11.31,14.92,19.59,25.01
4.484,20.36
4.419,24.51,445.8
4.789,11.96,34.96,21.38
5.083,8.502,24.28,30.2,22.13
4.773,14.36,41.7,80.34
4.827,18.8,54.26,46.35
4.884,22.66,37.43,59.75
4.871,10.32,89.03,29.21
4.891,20.38,32.08,10.38
4.893,11.38,33.8,42.3
4.734,12.35,36.68
4.886,62.87,18.01,21.94
4.867,23.49,34.91
5.221,8.956,11.82,14.87,18.76,24.93
4.833,12.27,31.16,32.35
4.801,12.95,32.88,45.06
5.187,106.1,15.92,15.99
4.868,55.99,26.81,71.37,19.6,201.4
4.96,18.23,76.92
4.488,28.62,73.7
5.187,10.24,13.46,19.22,25.14
4.724,15.71,34.59
4.825,14.96,38.15,193.7
5.065,74.94,11.75,34.85,20.76
5.045,15.52,25.91,437.7
5.026,14.7,26640.0,57.15
5.124,95.98,35.23,21.55
5.023,70.26,96.1,12.72,121.7,637.5
4.798,10.49,68.01
5.123,8.229,184.2,24.91,17.38,34.47
5.343,13.22,28.12,46.19
5.229,8.684,11.51,14.94,19.64,24.9
4.99,11.68,28.86,41.93,26.21
4.881,9.631,27.04,63.83
4.882,11.03,27.14,45.79
4.893,10.15,22.92,33.26
4.781,12.12,195.2,826.6,36.87
4.895,14.44,46.28,157.2
4.863,10.87,43.61,21.85
4.779,18.31,3578.0
4.707,14.23,51.42
4.818,110.8,43.22
5.074,26.12,8.492,88.24,49.12,36.81
5.232,8.553,11.14,14.66,19.28,25.39
5.044,107.5,11.09,29.89,17.81
4.987,10.66,34.09,24.35,36.06
5.217,23.53,31.78,64.35
4.285,37.76
5.219,8.65,11.38,14.85,19.07,25.18
4.748,19.61
4.882,16.79,43.05,34.19,86.03
5.219,8.692,11.34,14.92,19.59,25.59
4.995,129.7,16.1,26.95
4.817,17.48,287.7,51.28
4.872,10.68,46.39,22.18
4.992,11.23,15670.0,39.4,50.44
4.977,10.25,30.9,20.62,37.89
4.366,23.47,80.57
4.98,9.359,42.37,22.22,25.49
4.978,109.1,14.16,131.8,14.45
4.945,16.68,39.07,44.59,126.3
4.68,12.83,75.46,72.41
5.044,10.57,59.24,26.89
5.169,45.91,14.13,16.7,61.2
4.812,15.14,43.25
4.975,38.57,21.02,185.0,572.2
5.027,14.87,43.74,63.54,14.63
5.07,36.43,8.446,18.36,128.4
4.687,12.23,35.3,44.76
4.996,28.08,33.89,11.95,14.56
4.735,11.66,37.73
5.262,10.0,33.08,16.55,30.0
5.229,8.486,11.15,14.61,19.24,25.41
4.9,15.49,35.27
4.832,10.51,39.59,34.76,24860.0
5.12,16.95,53.65,40.37,53.76
4.884,10.34,28.07,60.31
5.216,8.754,11.52,15.1,19.21,25.18
4.684,15.1,40.82,39.15,33.74
5.224,8.589,11.29,14.78,19.43,25.37
4.737,20.74,79.94
4.934,13.04,4.357,34.49
5.276,9.371,21.88,33.97,14.63
4.922,25.69,13.1,62.43
5.226,8.802,13.16,19.54,25.2
5.15,8.282,27.78,8391.0,27.68,23.29
4.558,19.23,42.02,1367.0
5.084,23.03,10.35,34.73
4.941,9.585,40.49,159.8,533.1
4.858,11.39,44.54,33.23
4.99,14.29,42.01,49.58
4.765,15.22,22.27,35.77,32.05,17.53
5.031,14.44,300.7,38.02,30.89
4.764,13.08,28.84,18.56
4.79,15.54,34.05,55.11
5.017,21.11,38.11
5.229,8.532,11.18,14.7,19.24,25.47
5.008,13.17,56.43,32.25
4.958,9.576,46.66,21.85
5.223,8.61,11.19,14.78,19.35,25.58
5.204,9.588,15.01,19.13,25.53
5.002,15.65,48.7,37.79,229.8
4.849,11.46,689.7,25.49
5.118,10.25,45.58,40.07,49.35
4.879,11.36,26.53,27.15
4.853,11.63,35.71,30.46
5.135,36.17,78.99,54.61
4.837,14.76,47.29,257.2,5141.0
5.129,8.121,54.42,28.73,18.37,48.16
5.217,9.36,15.42,19.55,25.27
4.944,20.18,98.16
4.834,11.24,31.45,22.9
5.224,8.645,11.3,14.92,19.44,25.54
4.937,15.44,2947.0
5.161,8.151,20.72,24.99,30.4
5.203,9.21,13.19,19.27,25.12
5.181,9.728,25.14,36.17
5.049,9.467,32.55,17.11,24.92
4.945,11.68,16.77,50.28,40.77
5.166,33.8,53.69,16.58,12.45,33.73
4.808,10.56,66.97
4.769,34.43,14.03
4.755,21.19,50.85,236.2
4.659,15.21,59.58,920.8,34.89
4.949,18.04,82.07,27.52,22.13
4.868,23.08,209.2,2084.0,52.64
4.469,17.51,37.48
4.98,9.291,22.88,22.8,30.22
4.992,9.401,15.69,47.33,38.14
5.228,8.519,11.13,14.73,19.2,25.49
4.566,18.08,58.31,100.8,75.71
4.78,17.66,172.4,62.27
4.872,12.99,25.67,46.92
5.203,12.73,26.17,43.42,30.91
4.645,15.78,54.46
4.736,48.31,16.61,9.356,63.59
5.161,38.6,11.85,54.97,20.91
5.181,10.43,20.62,39.03,36.0
5.226,8.524,11.14,14.77,19.37,24.85
4.928,54.97,17.43,25.01,29.57
5.227,8.526,11.21,14.8,19.22,25.21
4.896,23.2,10.52,53.81,14.84
4.661,17.61,33.55,47.27
4.732,11.62,38.27,3262.0
4.746,12.76,22.67,29.62
5.178,55.76,18.24,10.9,32.82
4.768,11.6,73.59,46.39
4.464,18.57,3449.0
4.865,10.17,30.63,34.17
4.571,20.76,48.39,51.74,30.5,10020.0
4.862,12.87,27.27,31.06
4.635,44.37,44.72,388.7
4.883,14.46,37.29,1358.0
5.065,9.344,32.37,40.13
4.614,17.94,150.0,39.83
4.849,24.33,8.586,22.3,54.3
4.824,14.01,383.2,52.54
4.935,9.739,39.8,409.1,29.44
4.704,13.72,15.97,32.17
4.823,20.44,57.09,29.74
4.77,11.29,36.34
5.222,8.7,11.44,14.95,19.59,25.63
4.763,13.51,28.21,40.18
5.139,65.88,11.57,93.07,15.42
5.175,11.72,26.57,28.58
4.875,19.88,30.13,66.49
5.185,116.9,9.21,20.62,30.69
4.438,21.59
5.051,11.5,63.4,36.74,31.34
4.771,12.28,4936.0
4.848,73.27,17.32,32.78
4.566,20.76,20.66
5.052,10.14,49.86,28.19
5.04,9.387,31.19,29.68,22.04
4.951,11.41,42.64,48.89,31.17
5.128,84.13,26.4,28.57
4.879,11.48,94.94,13130.0,43.13
4.909,10.93,35.26,60.08,30.92
5.017,16.28,51.97
4.501,20.21
4.84,14.18,300.2,41.53
4.866,16.28,149.6,17.81
5.024,175.3,16.07,17.4,26.21
4.975,9.949,30.11,28.64,24.0
5.227,8.697,11.37,14.93,19.5,25.77
5.118,24.58,29.78
5.195,93.77,20.86,13.69
4.7,14.69,40.53,33.86
4.988,9.552,36.82,15.9,31.47
5.222,8.531,11.14,14.83,19.24,25.36
4.732,19.58,130.4,430.2,34.72
4.929,32.25,402.5,93.16,67.21,57.99
5.055,11.61,17.76,36.43
4.777,15.26,35.74,54.52
5.072,8.972,22.55,15.39,39.68
5.018,12.86,24.2,33.73,140.2
4.931,12.7,28.13
4.714,21.66,18.96
4.724,20.98,45.28,118.6
5.107,99.89,74.11,136.4,27.48
4.959,53.59,31.1,18.87,32.97
4.867,15.64,122.9,40.06
5.017,130.3,111.2,33.23,38.67
4.833,13.08,44.75,43.84
4.888,9.632,34.96,23980.0
4.968,18.53,33.32
4.893,10.55,28.63,20.17,6513.0
5.233,8.653,11.44,15.01,19.06,25.0
5.001,104.0,21.84,18.62,27.46
5.104,23.56,68.86,17.38
5.221,8.619,11.3,14.9,19.13,25.22
4.769,12.22,17.14,42.07
5.087,78.03,20.34,16.74,11.74,90.64
4.363,22.12,118.0,1689.0
5.221,8.704,11.42,15.0,19.04,25.28
4.901,10.56,29.11,41.97,16.55
5.008,178.0,31.24,12.16,25.32
4.851,17.39,58.93
4.946,40.63,22.2,18.58,94.83
4.338,44.4,38.07
4.86,10.43,24.66,64.46
4.881,17.16,82.91
4.816,16.99,99.4,459.9,35.44
4.857,40.17,15.26
5.225,8.679,11.41,14.87,19.63,25.12
4.977,19.83,9.467,46.32,43.28
4.895,12.38,39.33,44.54,32.02
5.137,12.12,40.38,19.6,64.65
5.092,36.02,137.3,21.03,10.66
5.227,8.517,11.23,14.67,19.24,24.79
5.067,177.7,90.52,22.43,27.57
5.148,15.98,39.03,92.81
4.684,12.5,54.85
5.229,8.598,11.28,14.9,19.53,25.47
5.227,8.473,11.2,14.64,19.35,25.29
5.144,68.12,82.51,12.0,67.87
5.07,9.197,26.6,33.93,38.67
4.9,15.29,36.87
5.229,8.535,11.27,14.64,19.14,25.45
5.134,16.88,30.77,47.56
4.76,12.43,23.36,39.07
4.668,16.79,51.46
4.89,11.47,4347.0,1346.0,89.45
4.975,34.01,70.6,28.17,13.15
4.915,15.8,88.65,49.83
4.752,11.81,10760.0,42.78
4.811,46.19,42.15,501.3,97.89
5.01,63.89,14.74,23.29
5.045,15.27,18.7,26.03
5.209,8.751,11.68,14.34,19.11,25.28
4.445,37.23
5.168,177.8,232.1
4.647,13.88,58770.0,32.42
4.875,10.8,41.99,48.0,24.43
4.988,10.95,522.3,29.25,28.5
4.811,17.03,43.91
4.968,10.25,36.55,136.4
4.935,22.92,30.73,65.43,521.9
5.055,12.43,73.37,37.67,24.34
5.225,8.537,11.23,17.05,25.71
4.683,57.97,21.46,48.74,17.46
4.99,108.0,12.54,18.29,454.2,595.2
4.73,20.73,47.46,50.16
4.861,14.24,24.5,31.87
4.892,14.92,78.2
5.229,8.53,11.21,14.79,19.35,25.52
4.824,13.2,23.45,36.17
4.821,13.5,48.55,38.3
5.117,19.96,134.6,165.3,33.53
4.789,19.58,31.7
4.878,10.83,27.35,28.77
5.12,12.69,712.7,35.67
4.854,17.24,33.44,3356.0
4.835,11.07,28.48,23.21
4.919,9.976,30.19,21.71
4.728,12.67,37.75,83.74
4.591,15.56,62.04
4.686,21.31,46.44
4.846,17.73,15.4
4.978,10.93,60.88,780.5,37.87,45.22
5.262,37.59,13.33,13.93,49.14
4.997,16.51,538.5,39.44
4.905,10.95,34.85,24.94,28.85
5.117,58.31,17.69,22.78,26.91
5.086,8.606,29.8,29.11,53.46,20.55
4.931,10.22,38.92,27.17
5.129,36.02,166.2,115.1,257.7
4.784,10.72,36.02
4.994,9.082,34.14,23.6
5.181,15.3,28.72,113.9,36.26
4.802,13.32,25.24,27.04
5.217,8.613,11.38,14.85,19.03,25.11
5.157,58.7,24.05,12.0,26.49
5.103,8.4,72.0,37.04,14.72
4.954,9.482,98.76,44.64,18.79
5.036,17.95,39.58
4.915,41.13,24.79,8.973,38.86
4.946,9.506,3449.0,34.55,19.23
4.474,25.5,38.21,55.63,282.7
4.907,18.87,318.9,108.1,56.93
4.745,14.52,701.5
5.227,8.548,11.15,14.65,19.24,25.43
4.89,10.31,30.87,33.01
4.81,14.75,47.01
4.871,11.77,30.64,23.22
4.908,21.84,50.32
4.846,12.69,24.49,48.15
5.021,21.14,31.77,108.5,11.91
4.725,15.01,71.51
4.803,21.17,61.48,54.03,64.05
5.222,8.605,11.28,14.93,19.48,25.14
4.942,16.32,135.5,50.57,54.92
4.867,10.35,27.44,26.01
4.929,15.93,24.58,141.4
4.973,11.13,22.22,24.26,15.99,17.63
5.159,51.82,71.92,19.4
4.66,27.6,224.2,26.34
4.64,14.24,192.8,34.61
4.985,18.69,45.12
5.077,14.78,42.64,43.64
4.966,20.86,28.88,97.42,10.09
5.16,16.72,47.11
5.032,11.47,19.79,39.88
4.981,52.16,85.41,14.09,22.07
4.919,14.15,22250.0,78.67,297.0
4.785,11.34,31.63,27.44
5.086,8.567,22.74,30.09,17.88,85.34
4.785,12.3,54.2,36380.0,48.38
5.05,30.66,21.49,40.65
5.233,8.534,11.29,14.8,19.33,25.46
4.746,11.08,16190.0,1233.0
5.316,18.56,145.2
4.829,17.39,81.62,60.66
5.227,8.53,11.14,14.72,19.43,25.2
4.808,16.88,51.29,51.5,158.8
4.786,17.25,36.19,70.99
4.865,11.12,48.01,56.88
4.834,13.95,58.84
4.972,39.98,46.69,63.84,19.25,24.51
4.954,162.3,179.3,32.13
4.805,41.75,144.9,11.12,23.54
4.767,34.77,16.36
5.161,27.36,70.98,160.4
4.645,20.6,23.48,57.2
4.903,31.61,51.28,19.22
4.703,18.89,68.5,90.03
5.025,90.86,31.22,127.5,74.54,34.48
5.008,16.75,63.81,27.35,34.1
4.85,11.42,36.02,121.1
4.773,14.6,25.93,45.46
4.963,9.25,58.82,27.9
5.091,12.6,60.27,21.63,38.86
5.104,16.14,61.47,26.21,54.44
5.227,8.596,11.32,14.9,19.12,25.09
5.063,16.42,35.06
4.567,19.92,35.96,16.7
5.09,12.3,1422.0,25.19
4.997,10.51,33.43,44.98
5.103,16.25,11.7,23.64
4.866,11.18,40.66,37.36
4.999,52.57,19.79,11.79,29.42
4.593,19.15,50.79
4.761,12.49,26.55,34.31
4.73,11.65,42.37
5.209,8.583,11.18,14.77,19.31,25.52
4.928,13.1,69.95,209.5
5.23,8.506,11.2,14.54,19.26,25.41
4.896,21.11,57.29,110.0,66.81
5.226,8.774,11.53,14.86,18.96,25.07
4.73,13.71,36.3,63.21
4.399,37.01,7945.0,22100.0
4.815,11.49,523.0,33.67,40.89
5.17,22.02,34.83,71.86,74.76
4.733,29.9,21.45
4.784,11.69,25.78,117.9,35.47
4.933,10.31,32.36,15080.0,22.51
4.848,11.42,37.96,27.28
5.231,8.563,11.21,14.73,19.33,25.24
5.039,11.68,49.68,1548.0
4.726,15.08,53.59,33.95
5.134,66.03,8.619,137.2,333.7
4.996,18.14,15970.0,54.1
4.85,16.92,62.89,28.07
4.964,10.37,36.26,23.94,22.5
5.226,8.561,11.15,14.67,19.51,25.17
4.897,30.24,17.87,49.46
5.01,14.33,5978.0,39.33,23.74
4.971,9.068,51.99,36.2,30.93
4.853,10.21,29.28,51.78
4.552,14.64,58.13
4.995,46.04,27.66,21.85,93.11,19.79
4.972,116.0,31.71,18.54,13.59
5.224,8.672,11.53,14.96,19.19,25.04
4.877,12.09,35.28,40.47
5.111,19.46,40.52,149.8,45.27,32.52
5.227,8.544,11.24,14.72,19.42,25.35
4.633,13.79,213.9
4.705,12.22,37.06
4.847,11.32,93.43,23.99
5.177,41.25,16.48,65.56,13.98
